0.12	0.12	bpm125
0.502416	0.502416	lead
0.502416	0.502416	bass
0.676163	0.676163	lead
0.747627	0.747627	lead
0.904299	0.904299	lead
0.982988	0.982988	lead
0.982988	0.982988	bass
1.157741	1.157741	bass
1.223274	1.223274	lead
1.223274	1.223274	bass
1.400757	1.433524	bass
1.433524	1.466290	bass
1.466290	1.466290	lead
1.627188	1.627188	lead
1.704149	1.704149	lead
1.874564	1.874564	lead
1.941401	1.941401	bass
2.105449	2.105449	lead
2.187908	2.187908	lead
2.427433	2.427433	lead
2.427433	2.427433	bass
2.586459	2.586459	lead
2.671667	2.671667	lead
2.820092	2.820092	lead
2.905275	2.905275	bass
3.144431	3.144431	lead
3.383116	3.383116	lead
3.383116	3.383116	bass
3.628189	3.628189	lead
3.863688	3.863688	lead
3.863688	3.863688	bass
4.041171	4.041171	bass
4.103973	4.103973	bass
4.292379	4.292379	bass
4.344259	4.344259	lead
4.344259	4.344259	bass
4.507750	4.507750	lead
4.590209	4.590209	lead
4.741384	4.741384	lead
4.824831	4.824831	lead
4.824831	4.824831	bass
5.067847	5.067847	lead
5.067847	5.067847	bass
5.313098	5.313098	lead
5.458312	5.458312	lead
5.458312	5.458312	bass
5.541234	5.541234	lead
5.700655	5.700655	lead
5.785975	5.785975	bass
5.937037	5.937037	lead
6.030490	6.030490	lead
6.258355	6.258355	lead
6.258355	6.258355	bass
6.420795	6.420795	lead
6.506003	6.506003	lead
6.670921	6.670921	lead
6.747118	6.747118	bass
6.987404	6.987404	lead
6.987404	6.987404	bass
7.226143	7.226143	lead
7.405174	7.405174	bass
7.473520	7.473520	lead
7.705531	7.705531	lead
7.705531	7.705531	bass
7.945817	7.945817	bass
8.186103	8.186103	lead
8.186103	8.186103	bass
8.427294	8.427294	lead
8.589463	8.589463	lead
8.666674	8.666674	bass
8.906960	8.906960	lead
8.906960	8.906960	bass
9.087175	9.087175	bass
9.150183	9.150183	lead
9.386565	9.386565	lead
9.543237	9.543237	lead
9.627818	9.627818	bass
9.867575	9.867575	lead
10.108390	10.108390	lead
10.108390	10.108390	bass
10.345945	10.345945	lead
10.345945	10.345945	bass
10.580770	10.580770	lead
10.580770	10.580770	bass
10.821056	10.821056	lead
10.821056	10.821056	bass
11.066803	11.066803	lead
11.066803	11.066803	bass
11.304358	11.304358	lead
11.304358	11.304358	bass
11.547374	11.547374	lead
11.547374	11.547374	bass
11.787660	11.787660	lead
11.787660	11.787660	bass
12.027946	12.027946	lead
12.027946	12.027946	bass
12.505787	12.505787	bass
12.743343	12.743343	bass
13.169304	13.169304	bass
13.466931	13.466931	bass
13.707409	13.707409	lead
13.947503	13.947503	lead
13.947503	13.947503	bass
14.425344	14.425344	bass
14.665630	14.665630	bass
15.080669	15.080669	bass
15.381026	15.381026	bass
15.629504	15.629504	lead
15.629504	15.629504	bass
15.782623	15.782623	lead
15.864328	15.864328	lead
15.864328	15.864328	bass
16.347631	16.347631	lead
16.347631	16.347631	bass
16.587917	16.587917	bass
16.751748	16.751748	bass
16.827102	16.827102	lead
17.306044	17.306044	lead
17.306044	17.306044	bass
17.786615	17.786615	lead
17.786615	17.786615	bass
18.026901	18.026901	lead
18.026901	18.026901	bass
18.269918	18.269918	lead
18.269918	18.269918	bass
18.504743	18.504743	lead
18.504743	18.504743	bass
18.747759	18.747759	lead
18.747759	18.747759	bass
18.988045	18.988045	lead
18.988045	18.988045	bass
19.220139	19.220139	lead
19.220139	19.220139	bass
19.463156	19.463156	lead
19.463156	19.463156	bass
19.700711	19.700711	lead
19.700711	19.700711	bass
20.184013	20.184013	bass
20.427030	20.427030	bass
20.844799	20.844799	bass
21.145157	21.145157	bass
21.384327	21.384327	lead
21.549245	21.549245	lead
21.620267	21.620267	lead
21.620267	21.620267	bass
22.100839	22.100839	bass
22.346586	22.346586	bass
22.756164	22.756164	bass
23.067444	23.067444	bass
23.307729	23.307729	lead
23.307729	23.307729	bass
23.473284	23.473284	lead
23.548015	23.548015	lead
23.548015	23.548015	bass
24.028587	24.028587	lead
24.028587	24.028587	bass
24.268873	24.268873	bass
24.449087	24.449087	bass
24.512266	24.512266	lead
24.989731	24.989731	lead
24.989731	24.989731	bass
25.464841	25.464841	lead
25.464841	25.464841	bass
25.710588	25.710588	bass
25.950874	25.950874	bass
26.191160	26.191160	bass
26.425985	26.425985	bass
26.666271	26.666271	bass
26.901095	26.901095	bass
27.146842	27.146842	bass
27.381667	27.381667	lead
27.381667	27.381667	bass
27.862239	27.862239	bass
28.097064	28.097064	lead
28.097064	28.097064	bass
28.280635	28.280635	lead
28.349351	28.349351	lead
28.517564	28.517564	lead
28.517564	28.517564	bass
28.588481	28.588481	lead
28.753399	28.753399	lead
28.817921	28.817921	lead
28.817921	28.817921	bass
28.992530	28.992530	lead
29.066743	29.066743	lead
29.217917	29.217917	lead
29.309415	29.309415	lead
29.309415	29.309415	bass
29.465294	29.465294	lead
29.545004	29.545004	lead
29.698927	29.698927	lead
29.779065	29.779065	lead
29.779065	29.779065	bass
29.943555	29.943555	lead
30.019351	30.019351	lead
30.019351	30.019351	bass
30.185434	30.185434	lead
30.267893	30.267893	lead
30.434390	30.434390	lead
30.434390	30.434390	bass
30.509773	30.509773	lead
30.655450	30.655450	lead
30.745669	30.745669	lead
30.745669	30.745669	bass
30.900078	30.900078	lead
30.991416	30.991416	lead
30.991416	30.991416	bass
31.150203	31.150203	lead
31.215319	31.215319	lead
31.215319	31.215319	bass
31.394831	31.394831	lead
31.460798	31.460798	lead
